Years','Stahle et al. (1998)','Mann et al. (2000)','Li et al. (2011) NADA PC1','Li et al. (2013) Tree-rings PC1','Freund et al. (2019) NCT DJF','Freund et al. (2019) NWP DJF','Freund et al. (2019) Nino4 DJF','Freund et al. (2019) Nino3 DJF','Stahle et al. (1993)','Cook et al. (2008) Nino12','Cook et al. (2008) Nino3 ','Cook et al. (2008) Nino34 ','Cook et al. (2008) Nino4','Geay et al. (2013) Nino3','McGregor et al. (2010) ','Tierney et al. (2015) East','Tierney et al. (2015) West','Braganza et al. (2009) Multiproxy R5','Braganza et al. (2009) Multiproxy R8','DArrigo et al. (2005) Nino3','Wilson et al. (2010) Nino34 COACPR','Wilson et al. (2010) Nino34 COAPCR','Wilson et al. (2010) Nino34 TelecPCR TEL','Wilson et al. (2010) Nino34 TelecREGEM TEL','Wilson et al. 2010 Nino34 zscoreCOA','Wilson et al. (2010) Nino34 zscoreTEL','Datwyler et al. (2020) ENSO DJF','Datwyler et al. (2019) FullPeriod PC1','Torbenson et al. (2019) eMEIall','Torbenson et al. (2019) eMEIstable','Zhu et al. (2022) Corals Li13b6','Zhu et al. (2022) Corals','Zhu et al. (2022) Li13b6.','Zhu et al. (2022) Ocn2kCorals Li13b6','Liu et al. (2024) PCR','Liu et al. (2024) DD','Falster et al.(2023)','ERSST Nino34','HadISST Nino34','ISOI','ICPC SOI'
1656,NaN,0.99094,1.773,1.6479,0.29678,-0.11012,0.06317,0.25147,NaN,1.4234,1.4162,1.4222,1.5405,1.1606,1.027,0.046826,-0.019093,1.103,NaN,1.6246,-0.02392,-0.072908,1.891,2.7413,-0.033739,2.3096,1.2022,0.071963,NaN,NaN,1.5742,0.30705,1.8236,1.4938,0.9649,0.036839,-1.9856,NaN,NaN,NaN,NaN
1657,NaN,1.8815,-0.446,-0.14023,0.27129,0.30255,0.30289,0.29951,NaN,-0.88185,-0.99202,-0.99159,-0.96952,0.010385,0.17098,0.37856,-0.67548,-0.34894,NaN,-0.28765,-0.24545,-0.32601,1.5855,1.706,-0.33338,1.7284,-0.56668,0.63531,NaN,NaN,-0.42982,1.073,-1.0165,-0.39987,-0.84367,-0.6431,-2.134,NaN,NaN,NaN,NaN
1658,NaN,-0.075669,-0.272,-0.72339,1.1313,1.4095,1.433,1.2843,NaN,0.27489,0.4688,0.62984,0.67791,1.2578,0.46299,1.2761,-0.61759,0.16209,NaN,-0.17649,1.1857,1.308,1.2207,1.5357,1.3485,1.4036,0.050202,0.67173,NaN,NaN,-0.42982,1.073,-1.1217,-0.39987,-0.99338,-2.0136,-1.7803,NaN,NaN,NaN,NaN
1659,NaN,0.64892,-0.505,-0.49256,-0.28294,-0.26733,-0.31354,-0.27697,NaN,-0.8241,-0.86972,-0.89398,-0.96952,-0.22924,-0.025015,1.0092,0.048148,-0.016365,NaN,-0.32058,0.44937,0.46751,-0.012993,0.41621,0.33981,0.11711,-0.17503,-0.21006,NaN,NaN,0.27157,0.46023,0.14057,0.26293,0.87344,-0.28231,-1.36,NaN,NaN,NaN,NaN
1660,NaN,-0.77602,0.265,0.36231,-1.6462,-1.0468,-1.5122,-1.6461,NaN,0.29139,0.44326,0.45743,0.51706,0.22536,0.19898,-0.40859,-0.93548,1.5816,NaN,0.72919,0.67113,0.72035,-0.73537,-0.30664,0.77059,-0.65951,0.89797,0.44322,NaN,NaN,0.87276,-0.1525,1.0873,0.83105,-0.78719,-1.9126,-2.0371,NaN,NaN,NaN,NaN
1661,NaN,-0.23949,1.125,1.702,-0.48361,-0.56864,-0.62176,-0.51718,NaN,0.90358,0.85315,0.8276,0.82816,0.47046,0.56199,0.017736,-0.41301,1.3545,NaN,1.3755,0.75744,0.81919,-0.27866,-1.6924,0.63418,-0.80695,1.5661,0.19105,NaN,NaN,1.2736,-0.1525,1.508,1.2098,1.8502,-0.6981,-1.9204,NaN,NaN,NaN,NaN
1662,NaN,1.0225,0.485,-0.57318,0.55159,-0.37868,0.028923,0.44363,NaN,-0.096391,-0.17358,-0.15869,-0.15464,-0.77695,0.13098,-0.060372,-0.17757,0.36488,NaN,0.066394,0.55829,0.59189,-1.9011,-1.5775,0.64151,-1.9489,0.4065,0.11908,NaN,NaN,-0.93081,0.00068007,-1.2269,-0.87329,-1.4638,-1.8286,-1.8516,NaN,NaN,NaN,NaN
1663,NaN,-0.91883,-0.048003,-2.2178,0.96567,1.0624,1.1248,1.0682,NaN,-0.66238,-0.6762,-0.67086,-0.72735,-0.32509,-0.37502,0.91363,-0.090764,-0.96543,NaN,-0.65404,0.010002,-0.034344,-0.31542,0.1056,-0.085831,-0.21078,-0.26322,-0.28928,NaN,NaN,-1.8326,0.15386,-2.384,-1.7255,-2.0088,-2.0656,-1.8051,NaN,NaN,NaN,NaN
1664,NaN,-1.2774,-0.824,-1.5319,0.47515,-0.31318,0.028923,0.39559,NaN,-1.3257,-1.2326,-1.1551,-0.99073,-1.0659,-0.98002,-0.84005,-0.20861,-0.33272,NaN,-1.4012,0.28045,0.27443,-0.77408,0.1902,0.31312,-0.51561,-0.45123,-1.2479,NaN,NaN,-0.93081,-1.2248,-0.70096,-0.87329,-0.33435,-0.88084,-1.8091,NaN,NaN,NaN,NaN
1665,NaN,-1.2153,0.49,0.61192,-0.031304,-0.45074,-0.31354,-0.084813,NaN,0.4465,0.6771,0.70337,0.73094,0.3486,-0.42102,-0.11357,-0.14326,0.28377,NaN,-0.020057,0.58852,0.62611,0.60551,0.75438,0.4667,0.68479,1.4335,0.018976,NaN,NaN,0.47197,-0.45887,0.66652,0.45231,2.4416,0.72822,-2.4272,NaN,NaN,NaN,NaN
1666,NaN,1.1415,0.144,-0.58533,0.76182,0.3091,0.57687,0.75589,NaN,-0.28616,-0.29319,-0.38308,-0.42155,0.61698,-0.25002,0.018284,0.19008,-0.25972,NaN,-0.25471,1.0392,1.1407,-0.029702,0.09382,1.1791,-0.0065722,0.028931,-0.72525,NaN,NaN,-0.22942,0.46023,-0.59577,-0.21049,0.14803,-0.91429,-1.5993,NaN,NaN,NaN,NaN
1667,NaN,0.48357,-0.528,-0.31253,0.45604,0.78727,0.71385,0.56373,NaN,-0.39506,-0.49343,-0.51112,-0.58771,-0.42094,-0.24902,0.95895,-0.37364,-0.55985,NaN,-0.57993,0.4383,0.45448,-0.45884,0.19083,0.3222,-0.28562,-1.1162,0.33396,NaN,NaN,0.17137,1.073,-0.38539,0.16825,-0.39541,-0.76322,-1.0342,NaN,NaN,NaN,NaN
1668,NaN,0.20996,-0.85,0.49705,1.1472,0.80037,1.0563,1.1883,NaN,-1.6409,-1.6156,-1.557,-1.4627,-0.67152,-0.53402,1.0908,-0.051222,-1.0952,NaN,-1.6338,0.43437,0.4504,-0.13385,-0.37166,0.48792,-0.244,-2.2073,-1.6823,NaN,NaN,0.87276,0.7666,0.77171,0.83105,-0.88334,-1.0511,-0.79064,NaN,NaN,NaN,NaN
1669,NaN,-0.68875,0.089997,-0.49477,-0.68109,-0.29353,-0.55327,-0.6613,NaN,0.04552,0.14895,0.14683,0.087523,0.23358,-0.26902,-0.082754,-0.55856,-0.49495,NaN,-0.66227,0.32915,0.33011,-0.55742,-0.44005,0.22615,-0.57615,-1.1912,-0.012263,NaN,NaN,-0.93081,-0.45887,-1.0165,-0.87329,0.26103,-0.80123,-0.061617,NaN,NaN,NaN,NaN
1670,NaN,0.55839,-1.346,0.45177,-0.68428,-1.0796,-1.0327,-0.7814,NaN,-0.43137,-0.46655,-0.53648,-0.60008,-1.2206,-0.28402,-0.71975,-0.70228,-0.67341,NaN,-0.57376,1.4825,1.6469,0.54619,0.33372,1.6901,0.49596,-1.5131,-0.42356,NaN,NaN,-0.42982,-1.8375,0.24576,-0.39987,0.90146,0.30415,-1.4547,NaN,NaN,NaN,NaN
1671,NaN,0.50063,0.93,1.8876,-0.62057,-1.1123,-1.0327,-0.73336,NaN,1.1874,1.3074,1.3385,1.4132,-0.26758,0.40299,-0.073358,-0.52163,0.54334,NaN,1.3096,0.36307,0.36867,0.015969,0.33182,0.25,0.10883,0.55574,0.43234,NaN,NaN,0.37177,-1.2248,0.98209,0.35762,1.0839,0.02879,-1.6659,NaN,NaN,NaN,NaN
1672,NaN,-0.78761,0.555,-0.13912,0.53885,0.34185,0.47413,0.56373,NaN,-0.8208,-0.8845,-0.84327,-0.70791,-0.25936,-0.35402,0.21484,-0.56831,-0.30839,NaN,-0.45232,0.72375,0.78037,-0.23633,0.29731,0.82419,-0.086622,-0.3882,-0.43495,NaN,NaN,-0.029025,0.15386,-0.17501,-0.021123,-1.1417,-1.138,-1.5767,NaN,NaN,NaN,NaN
1673,NaN,-0.57083,-0.209,0.39986,0.21714,1.1017,0.78235,0.39559,NaN,-0.89505,-0.76893,-0.74185,-0.77685,-1.1111,-0.23702,0.22879,-0.25242,-0.49495,NaN,-0.14768,0.115,0.085692,0.96725,1.3975,0.017325,1.1711,-0.67836,-1.0428,NaN,NaN,0.37177,-0.76524,0.77171,0.35762,-0.71286,-0.18255,-1.1674,NaN,NaN,NaN,NaN
1674,NaN,0.81091,1.485,0.2861,-0.20012,-0.27388,-0.27929,-0.20491,NaN,1.4679,1.5963,1.6897,1.8357,-0.022478,0.61099,-0.009788,-0.42869,0.11342,NaN,0.9412,1.5127,1.6811,-0.48279,-0.38471,1.7279,-0.50248,0.67717,-0.22456,NaN,NaN,0.37177,-0.30569,0.56133,0.35762,0.44775,-0.57669,-0.89885,NaN,NaN,NaN,NaN
1675,NaN,0.76335,-0.573,-0.41414,-0.55368,-0.083921,-0.34779,-0.49316,NaN,-0.1723,-0.27438,-0.27532,-0.16348,-0.57019,-0.11802,0.45051,-0.93227,-0.33272,NaN,-0.54906,0.47199,0.49305,-1.3505,-0.96488,0.35567,-1.3355,0.16277,-0.9926,-0.071372,-0.1283,-0.22942,-0.45887,-0.069816,-0.21049,-0.3692,-0.92366,-0.4398,NaN,NaN,NaN,NaN
1676,NaN,-0.92686,-1.312,-0.84709,-0.12368,-0.25423,-0.24505,-0.13285,NaN,-1.362,-1.5014,-1.5291,-1.6324,-0.86596,-0.73202,-0.050845,-0.79191,-0.032588,NaN,-1.5062,-0.74897,-0.90065,-0.44881,-0.73172,-0.85933,-0.59802,-0.34,-1.6994,-0.90824,-0.41877,-0.73042,-0.1525,-0.91134,-0.68392,-0.88031,-0.87662,0.1331,NaN,NaN,NaN,NaN
1677,NaN,0.83796,0.547,0.29604,0.69811,0.59076,0.71385,0.73187,NaN,0.4894,0.66501,0.73506,0.76276,-0.18953,0.41499,-0.43265,-0.2962,1.1274,NaN,0.39367,-1.1773,-1.3897,-0.17284,0.11276,-1.2313,-0.10448,0.82042,-1.0133,0.222,1.3642,0.67237,0.30705,0.66652,0.64168,2.0099,0.43546,-0.59165,NaN,NaN,NaN,NaN
1678,NaN,-1.1394,0.593,0.64505,1.0676,1.5078,1.4673,1.2363,NaN,-0.44457,-0.53375,-0.53648,-0.44277,-0.56061,-0.26302,-0.049996,-0.25285,-0.41384,NaN,0.20636,-1.1886,-1.4025,-0.32322,0.29226,-1.3678,-0.15166,0.092524,-1.3338,-0.14618,0.30977,1.1734,0.15386,1.4029,1.1151,0.97268,-0.65395,-0.090556,NaN,NaN,NaN,NaN
1679,NaN,-0.81437,-1.207,-0.066229,0.20122,0.18464,0.20016,0.22745,NaN,-0.14259,-0.068759,-0.001494,0.19712,-1.3534,-0.61702,-1.3335,0.047282,-0.65719,NaN,-0.55112,0.44568,0.46317,-0.65572,0.038055,0.33718,-0.48202,0.19844,-1.5853,0.012783,0.23066,-0.73042,-1.5312,-0.2802,-0.68392,-2.1494,-1.9313,-0.55994,NaN,NaN,NaN,NaN
1680,NaN,-0.612,1.686,0.87368,0.5293,-1.0861,0.57687,-0.44512,NaN,1.1115,1.1569,1.2092,1.2877,0.040509,0.18298,-0.44324,0.1565,0.8597,NaN,0.94532,-0.30937,-0.39879,0.99371,1.1136,-0.35088,1.0921,1.3043,-0.66795,0.8742,0.873,0.37177,-1.5312,1.1925,0.35762,-0.52615,-1.3757,-0.36701,NaN,NaN,NaN,NaN
1681,NaN,0.93239,-0.621,0.55559,-0.095008,0.3353,0.13166,-0.012753,NaN,0.59501,0.56153,0.56899,0.51352,0.23084,0.26899,-0.83053,-0.065528,0.089087,NaN,1.2191,0.24653,0.23586,0.6832,0.53784,0.13897,0.66646,1.0598,0.034337,0.39616,0.19405,-0.32962,-1.0716,0.035375,-0.30518,0.96776,-1.0287,-1.4447,NaN,NaN,NaN,NaN
1682,NaN,1.1784,-0.228,0.63732,0.32863,0.97723,0.7481,0.46765,NaN,1.0636,1.1031,1.2054,1.362,0.20893,0.73999,0.23739,-0.17458,0.68124,NaN,0.8177,-0.61375,-0.74639,0.11001,0.68788,-0.71428,0.30086,0.75117,0.14635,0.95952,0.6947,-0.12922,-0.1525,-0.069816,-0.11581,1.5151,0.23895,-1.4791,NaN,NaN,NaN,NaN
1683,NaN,-0.14705,2.222,0.67156,0.33181,0.79382,0.64536,0.44363,NaN,-0.14259,-0.24347,-0.15109,0.053938,0.12951,0.19498,-0.69155,0.067749,0.34866,NaN,-0.12915,-0.28307,-0.36891,-0.58165,-1.4712,-0.36948,-0.95085,0.48051,0.93304,0.90576,0.74902,0.67237,-0.76524,1.0873,0.64168,-0.51764,-1.1799,-1.4332,NaN,NaN,NaN,NaN
1684,NaN,-0.16883,-0.365,0.24965,-0.65561,-1.7542,-1.4437,-0.87748,NaN,-0.72179,-0.65739,-0.57197,-0.441,-0.61812,-0.10202,-0.65505,-0.32481,0.00797,NaN,-0.95456,-1.1473,-1.3552,-1.3179,-1.7782,-1.3221,-1.5937,-0.34233,0.3079,-1.0637,-0.64194,-0.63022,-0.91843,-0.38539,-0.58924,-1.2912,-1.4294,-0.52995,NaN,NaN,NaN,NaN
1685,NaN,-0.093477,-2.772,-1.4137,-0.62376,-1.9246,-1.5464,-0.87748,NaN,-2.1508,-2.129,-2.1173,-2.016,-1.5574,-1.134,-1.1879,-0.3522,-2.2065,NaN,-2.2966,0.17892,0.15848,-0.69332,-0.71215,0.081646,-0.76935,-1.9738,0.038307,-2.5621,-2.5005,-2.033,-1.378,-1.9632,-1.9148,-0.76211,-1.2677,0.2417,NaN,NaN,NaN,NaN
